AC Lighting,TSpot 575,,AC Lighting_TSpot 575,14,00000000,,,,ac lighting tourspot
AC Lighting,TWash 250,16bit,AC Lighting_TWash 250_16bit,15,00000000,,,,ac lighting tourwash25016
AC Lighting,TWash 250,8bit,AC Lighting_TWash 250_8bit,13,00000000,,,,ac lighting tourwash2508
AC Lighting,TWash 575,,AC Lighting_TWash 575,15,00000000,,,,ac lighting tourwash
AccuBeam,Shopro40,4ch,AccuBeam_Shopro40_4ch,4,00000000,,,,
Acme,Astro10W,1ch,Acme_Astro10W_1ch,1,00000000,,,,
Acme,Astro10W,3ch,Acme_Astro10W_3ch,3,00000000,,,,
Acme,Barrage,6ch,Acme_Barrage_6ch,6,00000000,,,,
Acme,Beam5R,Mode 1,Acme_Beam5R_Mode 1,19,00000000,,,,
Acme,Beam5R,Mode 2,Acme_Beam5R_Mode 2,16,00000000,,,,
Acme,Beam5R,Mode 3,Acme_Beam5R_Mode 3,20,00000000,,,,
Acme,CF805ColBar,15ch,Acme_CF805ColBar_15ch,15,00000000,,,,
Acme,CF805ColBar,24ch,Acme_CF805ColBar_24ch,24,00000000,,,,
Acme,CF805ColBar,27ch,Acme_CF805ColBar_27ch,30,00000000,,,,
Acme,CF805ColBar,6ch,Acme_CF805ColBar_6ch,6,00000000,,,,
Acme,CF805ColBar,9ch,Acme_CF805ColBar_9ch,9,00000000,,,,
Acme,Cheetah,6ch,Acme_Cheetah_6ch,6,00000000,,,,
Acme,CircuBar,15ch,Acme_CircuBar_15ch,15,00000000,,,,
Acme,CircuBar,24ch,Acme_CircuBar_24ch,24,00000000,,,,
Acme,CircuBar,27ch,Acme_CircuBar_27ch,30,00000000,,,,
Acme,CircuBar,6ch,Acme_CircuBar_6ch,6,00000000,,,,
Acme,CircuBar,9ch,Acme_CircuBar_9ch,9,00000000,,,,
Acme,CM108,12ch,Acme_CM108_12ch,12,00000000,,,,
Acme,Color-MH600A,,Acme_Color-MH600A,1,00000000,,,,Acme Color-MH600A
Acme,Colortec,1ch,Acme_Colortec_1ch,1,00000000,,,,ACME Effects, Ltd_Colortec.hed
Acme,ColPar56,4ch,Acme_ColPar56_4ch,4,00000000,,,,
Acme,ColPar64,4ch,Acme_ColPar64_4ch,4,00000000,,,,
Acme,CougerPack,4ch,Acme_CougerPack_4ch,4,00000000,,,,
Acme,DelugeLED50W,3ch,Acme_DelugeLED50W_3ch,3,00000000,,,,
Acme,DMXStrobe,,Acme_DMXStrobe,2,00000000,,,,Acme DMXStrobe
Acme,Dragon,11ch,Acme_Dragon_11ch,11,00000000,,,,
Acme,DVS2500,Mode1,Acme_DVS2500_Mode1,54,00000000,,,,
Acme,DVS2500,Mode2,Acme_DVS2500_Mode2,29,00000000,,,,
Acme,DVS5000,Mode1,Acme_DVS5000_Mode1,54,00000000,,,,
Acme,DVS5000,Mode2,Acme_DVS5000_Mode2,29,00000000,,,,
Acme,DynamicScanLED,,Acme_DynamicScanLED,0,00000000,,,,
Acme,DynamicScanLED,5ch,Acme_DynamicScanLED_5ch,5,00000000,,,,
Acme,Dynamo 250W,4ch,Acme_Dynamo 250W_4ch,4,00000000,,,,
Acme,Dynamo100W,,Acme_Dynamo100W,4,00000000,,,,Acme Dynamo100W
Acme,Dynatwin 100W,,Acme_Dynatwin 100W,8,00000000,,,,Acme Dynatwin 100W
Acme,Dynatwin 250W,8ch,Acme_Dynatwin 250W_8ch,8,00000000,,,,
Acme,Eliminator,8ch,Acme_Eliminator_8ch,8,00000000,,,,
Acme,Eliminator150,8ch,Acme_Eliminator150_8ch,8,00000000,,,,
Acme,Eliminator250S,8ch,Acme_Eliminator250S_8ch,8,00000000,,,,
Acme,Emp-MH6616,,Acme_Emp-MH6616,16,00000000,,,,Acme SpotEmp-MH6616
Acme,Falcon,4ch,Acme_Falcon_4ch,4,00000000,,,,
Acme,Fantasy-MH664W,,Acme_Fantasy-MH664W,5,00000000,,,,Acme Fantasy-MH664W
Acme,Fury3W,1ch,Acme_Fury3W_1ch,1,00000000,,,,
Acme,Fury3W,3ch,Acme_Fury3W_3ch,3,00000000,,,,
Acme,Genesis,7ch,Acme_Genesis_7ch,7,00000000,,,,
Acme,Genesis 50,11ch,Acme_Genesis 50_11ch,11,00000000,,,,
Acme,Genesis 50,8ch,Acme_Genesis 50_8ch,8,00000000,,,,
Acme,Genesis 50+,15ch,Acme_Genesis 50+_15ch,15,00000000,,,,
Acme,Genesis 50+,16ch,Acme_Genesis 50+_16ch,16,00000000,,,,
Acme,iColor4,,Acme_iColor4,4,00000000,,,,Acme iColor4
Acme,IM-1200S,16ch,Acme_IM-1200S_16ch,16,00000000,,,,Acme IM-1200S-16c
Acme,IM-1200S,22ch,Acme_IM-1200S_22ch,22,00000000,,,,Acme IM-1200S
Acme,IM-200S,11ch,Acme_IM-200S_11ch,11,00000000,,,,Acme IM-200S_11ch
Acme,IM-200S,8ch,Acme_IM-200S_8ch,8,00000000,,,,Acme IM-200S_8ch
Acme,IM-200SR,13ch,Acme_IM-200SR_13ch,13,00000000,,,,Acme IM-200SR_13ch
Acme,IM-200SR,8ch,Acme_IM-200SR_8ch,8,00000000,,,,Acme IM-200SR_8ch
Acme,IM-250S,,Acme_IM-250S,16,00000000,,,,Acme IM-250S
Acme,IM-250SW,21ch,Acme_IM-250SW_21ch,21,00000000,,,,Acme IM-250SW
Acme,IM-250W,,Acme_IM-250W,16,00000000,,,,Acme IM-250W
Acme,IM-575S,16ch,Acme_IM-575S_16ch,16,00000000,,,,Acme IM-575S
Acme,IM-575S,8ch,Acme_IM-575S_8ch,8,00000000,,,,Acme IM-575S-8c
Acme,IM-575SP,16ch,Acme_IM-575SP_16ch,16,00000000,,,,Acme IM-575SP
Acme,IM-575SP,8ch,Acme_IM-575SP_8ch,8,00000000,,,,Acme IM-575SP-8ch
Acme,IM-575W,,Acme_IM-575W,16,00000000,,,,Acme IM-575W
Acme,IM-700S,16ch,Acme_IM-700S_16ch,16,00000000,,,,
Acme,IM-700S,22ch,Acme_IM-700S_22ch,22,00000000,,,,
Acme,IMove50,11ch,Acme_IMove50_11ch,11,00000000,,,,
Acme,IMove50,8ch,Acme_IMove50_8ch,8,00000000,,,,
Acme,IMove50S,11ch,Acme_IMove50S_11ch,11,00000000,,,,
Acme,IMove50S,8ch,Acme_IMove50S_8ch,8,00000000,,,,
Acme,iMove5S,iMove 5S,Acme_iMove5S_iMove 5S,5,00000000,,,,acme imove5s
Acme,iMove7S,iMove 7S,Acme_iMove7S_iMove 7S,8,00000000,,,,acme imove7s
Acme,InvincicLED10W,1ch,Acme_InvincicLED10W_1ch,1,00000000,,,,
Acme,InvincicLED10W,3ch,Acme_InvincicLED10W_3ch,3,00000000,,,,
Acme,iShowIS4,,Acme_iShowIS4,4,00000000,,,,Acme iShowIS4
Acme,Kni-MH664,,Acme_Kni-MH664,5,00000000,,,,Acme SpotKni-MH664
Acme,Leader-MH660,,Acme_Leader-MH660,6,00000000,,,,Acme Leader-MH660
Acme,LED747,4ch,Acme_LED747_4ch,4,00000000,,,,
Acme,LED747,7ch,Acme_LED747_7ch,7,00000000,,,,
Acme,LED777,10ch,Acme_LED777_10ch,10,00000000,,,,
Acme,LED777,4ch,Acme_LED777_4ch,4,00000000,,,,
Acme,LED7TC,Mode1,Acme_LED7TC_Mode1,4,00000000,,,,
Acme,LED7TC,Mode2,Acme_LED7TC_Mode2,4,00000000,,,,
Acme,LED7TC,Mode3,Acme_LED7TC_Mode3,4,00000000,,,,
Acme,LED7TC,Mode4,Acme_LED7TC_Mode4,4,00000000,,,,
Acme,LED900D,3ch,Acme_LED900D_3ch,3,00000000,,,,
Acme,LED900D,4ch,Acme_LED900D_4ch,4,00000000,,,,
Acme,LEDBeam300,15ch,Acme_LEDBeam300_15ch,15,00000000,,,,
Acme,LEDDynamo,4ch,Acme_LEDDynamo_4ch,4,00000000,,,,
Acme,LEDMS700PE,16ch,Acme_LEDMS700PE_16ch,16,00000000,,,,
Acme,LEDMS700PE,17ch,Acme_LEDMS700PE_17ch,17,00000000,,,,
Acme,LEDPanel,4ch,Acme_LEDPanel_4ch,4,00000000,,,,
Acme,LEDPS10D,3ch,Acme_LEDPS10D_3ch,3,00000000,,,,
Acme,LEDPS10D,4ch,Acme_LEDPS10D_4ch,4,00000000,,,,
Acme,Leo-MH630T,,Acme_Leo-MH630T,4,00000000,,,,Acme Leo-MH630T
Acme,LittLED,4ch,Acme_LittLED_4ch,4,00000000,,,,
Acme,Matrix,256ch,Acme_Matrix_256ch,256,00000000,,,,
Acme,MH-602AB,2ch,Acme_MH-602AB_2ch,2,00000000,,,,Acme_Acme MH-602AB.hed
Acme,MH-6605,,Acme_MH-6605,5,00000000,,,,ACME MH6605
Acme,MH6606,,Acme_MH6606,6,00000000,,,,ACME MH6606
Acme,MicroFusion,16ch,Acme_MicroFusion_16ch,16,00000000,,,,
Acme,MicroFusion,9ch,Acme_MicroFusion_9ch,9,00000000,,,,
Acme,MiracLED,4ch,Acme_MiracLED_4ch,4,00000000,,,,
Acme,Pageant,14ch,Acme_Pageant_14ch,14,00000000,,,,
Acme,Pageant120,14ch,Acme_Pageant120_14ch,14,00000000,,,,
Acme,Pageant120,16ch,Acme_Pageant120_16ch,16,00000000,,,,
Acme,Queen-MH666A,,Acme_Queen-MH666A,6,00000000,,,,Acme SpotQueen-MH666A
Acme,Radiant,1ch,Acme_Radiant_1ch,1,00000000,,,,
Acme,Radiant,3ch,Acme_Radiant_3ch,3,00000000,,,,
Acme,Revolver,5ch,Acme_Revolver_5ch,5,00000000,,,,
Acme,RGB,LTP,Acme_RGB_LTP,3,00000000,,,,
Acme,RGBCD,RGBCD,Acme_RGBCD_RGBCD,5,00000000,,,,
Acme,RGBDMXASTRO,3ch,Acme_RGBDMXASTRO_3ch,3,00000000,,,,
Acme,Rover-MH640B,,Acme_Rover-MH640B,5,00000000,,,,Acme Rover-MH640B
Acme,RulerSpot,13ch,Acme_RulerSpot_13ch,13,00000000,,,,
Acme,Saber2RSpeed,14ch,Acme_Saber2RSpeed_14ch,14,00000000,,,,
Acme,Saber2RSpeed,16ch,Acme_Saber2RSpeed_16ch,16,00000000,,,,
Acme,Samurai,7ch,Acme_Samurai_7ch,7,00000000,,,,
Acme,Samurai,8ch,Acme_Samurai_8ch,8,00000000,,,,
Acme,Schim-MH610T,,Acme_Schim-MH610T,4,00000000,,,,Acme Schimitar-MH610T
Acme,Spiral-MH602A,,Acme_Spiral-MH602A,2,00000000,,,,Acme Spiral-MH602A
Acme,Spiral-MH602A1,,Acme_Spiral-MH602A1,2,00000000,,,,Acme Spiral-MH602A1
Acme,Spiral-MH602B,,Acme_Spiral-MH602B,2,00000000,,,,Acme Spiral-MH602B
Acme,Spledor 90,16ch,Acme_Spledor 90_16ch,16,00000000,,,,Acme Spledor 90_16ch
Acme,Spledor 90,9ch,Acme_Spledor 90_9ch,9,00000000,,,,Acme Spledor 90_9ch
Acme,Splendor 90 AW,10ch,Acme_Splendor 90 AW_10ch,10,00000000,,,,Acme Splendor 90 AW_10ch
Acme,Splendor 90 AW,5ch,Acme_Splendor 90 AW_5ch,5,00000000,,,,Acme Splendor 90 AW_5ch
Acme,StageAddMover,5ch,Acme_StageAddMover_5ch,5,00000000,,,,
Acme,StreamerLas,,Acme_StreamerLas,3,00000000,,,,Acme StreamerLaser
Acme,StrobeIgnitor,2ch,Acme_StrobeIgnitor_2ch,2,00000000,,,,
Acme,SuperNovaRGB,3ch,Acme_SuperNovaRGB_3ch,3,00000000,,,,
Acme,Venom,18ch,Acme_Venom_18ch,18,00000000,,,,
Acme,Venom,3ch,Acme_Venom_3ch,3,00000000,,,,
Acme,WarriorScan50,7ch,Acme_WarriorScan50_7ch,7,00000000,,,,
Acme,WarriorScan50,8ch,Acme_WarriorScan50_8ch,8,00000000,,,,
Acme,Win-MH640S,,Acme_Win-MH640S,5,00000000,,,,Acme Winner-MH640S
Acme,XP-5R,Mode 1,Acme_XP-5R_Mode 1,19,00000000,,,,
Acme,XP-5R,Mode 2,Acme_XP-5R_Mode 2,16,00000000,,,,
Acme,XP-5R,Mode 3,Acme_XP-5R_Mode 3,20,00000000,,,,
Acme,XP-5RBeamF,14ch,Acme_XP-5RBeamF_14ch,14,00000000,,,,
Acme,XP-5RBeamF,15ch,Acme_XP-5RBeamF_15ch,15,00000000,,,,
Acme,XP-5RBeamF,18ch,Acme_XP-5RBeamF_18ch,18,00000000,,,,
Adam Hall,Cameo GScan25,7ch,Adam Hall_Cameo GScan25_7ch,7,00000000,,,,
ADB,ALC4,Extended,ADB_ALC4_Extended,21,00000000,ADB,ALC4,,
ADB,ALC4,Matrix,ADB_ALC4_Matrix,20,00000000,ADB,ALC4,,
ADB,ALC4,Standard,ADB_ALC4_Standard,5,00000000,ADB,ALC4,ALC4#Stand,
ADB,Gelbus2,11 col,ADB_Gelbus2_11 col,2,00000000,,,,
ADB,Gelbus2,21 col,ADB_Gelbus2_21 col,2,00000000,,,,
ADB,Mot Warp,2 Gobo,ADB_Mot Warp_2 Gobo,34,00000000,ADB,WARP/M,,adb warp-m-g
ADB,Mot Warp,25ch,ADB_Mot Warp_25ch,25,00000000,ADB,WARP/M,,ADB Mot Warp_25ch
ADB,Mot Warp,Iris,ADB_Mot Warp_Iris,34,00000000,ADB,WARP/M,,adb warp-m
Aeson,Beam5R,16ch,Aeson_Beam5R_16ch,16,00000000,,,,
Aeson,Wash720,11ch,Aeson_Wash720_11ch,11,00000000,,,,
Aeson,Wash720,15ch,Aeson_Wash720_15ch,15,00000000,,,,
AGT,LEDPAR,3ch,AGT_LEDPAR_3ch,3,00000000,,,,
AGT,LEDPAR,5ch,AGT_LEDPAR_5ch,5,00000000,,,,
AI Media,AI Server,Group,AI Media_AI Server_Group,54,00000000,,,,
AI Media,AI Server,Layer,AI Media_AI Server_Layer,37,00000000,,,,
AI Media,AI Server,Master,AI Media_AI Server_Master,12,00000000,,,,
AI Media,AI V7,Adjust Custom,AI Media_AI V7_Adjust Custom,20,00000000,,,,
AI Media,AI V7,FX,AI Media_AI V7_FX,40,00000000,,,,
AI Media,AI V7,Layer,AI Media_AI V7_Layer,40,00000000,,,,
Airstar,AirstarTube,,Airstar_AirstarTube,1,00000000,,,,Airstar Tube
Aiweidy,ImageSpot575,13ch,Aiweidy_ImageSpot575_13ch,13,00000000,,,,
Aiweidy,Wash2029LED,12ch,Aiweidy_Wash2029LED_12ch,12,00000000,,,,
Alkalite,Lpscan,,Alkalite_Lpscan,6,00000000,,,,alkalite lpscan
Alkalite,PixDrive8,12ch,Alkalite_PixDrive8_12ch,12,00000000,,,,alkalite pdrive8-12ch
Alkalite,PixDrive8,24ch,Alkalite_PixDrive8_24ch,24,00000000,,,,alkalite pdrive8-24ch
Alkalite,PixDrive8,48ch,Alkalite_PixDrive8_48ch,48,00000000,,,,alkalite pdrive8-48ch
Alkalite,PixDrive8,6ch,Alkalite_PixDrive8_6ch,6,00000000,,,,alkalite pdrive8-6ch
Alkalite,TP-81,12ch,Alkalite_TP-81_12ch,12,00000000,,,,alkalite tp81-12ch
Alkalite,TP-81,24ch,Alkalite_TP-81_24ch,24,00000000,,,,alkalite tp81-24ch
Alkalite,TP-81,48ch,Alkalite_TP-81_48ch,48,00000000,,,,alkalite tp81-48ch
Alkalite,TP-81,6ch,Alkalite_TP-81_6ch,6,00000000,,,,alkalite tp81
Alkalite,Tracpod-84,Mode 160,Alkalite_Tracpod-84_Mode 160,160,00000000,,,,
Alkalite,Tracpod-84,Mode 20,Alkalite_Tracpod-84_Mode 20,20,00000000,,,,
Alkalite,Tracpod-84,Mode 4,Alkalite_Tracpod-84_Mode 4,4,00000000,,,,
Alkalite,Tracpod-84,Mode 40,Alkalite_Tracpod-84_Mode 40,40,00000000,,,,
Alkalite,Tracpod-84,Mode 7,Alkalite_Tracpod-84_Mode 7,7,00000000,,,,
Alkalite,Tracpod-84,Mode 8,Alkalite_Tracpod-84_Mode 8,8,00000000,,,,
Alkalite,VB-270,8ch,Alkalite_VB-270_8ch,8,00000000,,,,versabar
Alpha One,Falcon6000,15ch,Alpha One_Falcon6000_15ch,15,00000000,,,,
Alpha One,FalconBeam,Falcon Beam,Alpha One_FalconBeam_Falcon Beam,13,00000000,,,FLCNBEAM2_3K#,Alpha One FalconBeam
Alpha One,FalconFlower,Falcon Flower,Alpha One_FalconFlower_Falcon Flower,13,00000000,,,FLCNFLWR2_3K#,Alpha One FalconFlower
Altman,LED SpectraCyc,8ch,Altman_LED SpectraCyc_8ch,8,00000000,,,,Altman SpectraCyC_100
Altman,LED SpectraCyc,RGBA16bit,Altman_LED SpectraCyc_RGBA16bit,8,00000000,,,,Altman SpectraCyC_100
Altman,LED SpectraCyc,RGBA8Bit,Altman_LED SpectraCyc_RGBA8Bit,4,00000000,,,,Altman SpectraCyC_100
Altman,LED SpectraCyc,RGBAD16Bit,Altman_LED SpectraCyc_RGBAD16Bit,10,00000000,,,,Altman SpectraCyC_100
Altman,LED SpectraCyc,RGBAD8Bit,Altman_LED SpectraCyc_RGBAD8Bit,5,00000000,,,,Altman SpectraCyC_100
Altman,SS-PAR-100,16bit,Altman_SS-PAR-100_16bit,8,00000000,,,,
Altman,SS-PAR-100,16bit Master,Altman_SS-PAR-100_16bit Master,10,00000000,,,,
Altman,SS-PAR-100,8bit,Altman_SS-PAR-100_8bit,4,00000000,,,,
Altman,SS-PAR-100,8bit Master,Altman_SS-PAR-100_8bit Master,5,00000000,,,,
American DJ,38PLEDPro,6ch,American DJ_38PLEDPro_6ch,6,00000000,,,,
American DJ,38PLEDPro,7ch,American DJ_38PLEDPro_7ch,7,00000000,,,,
American DJ,46HPLED,1ch,American DJ_46HPLED_1ch,1,00000000,,,,
American DJ,46HPLED,2ch,American DJ_46HPLED_2ch,2,00000000,,,,
American DJ,46HPLED,4ch,American DJ_46HPLED_4ch,4,00000000,,,,
American DJ,46HPLED,6ch,American DJ_46HPLED_6ch,6,00000000,,,,
American DJ,64BLEDPro,6ch,American DJ_64BLEDPro_6ch,6,00000000,,,64BLEDPro#6,
American DJ,64BLEDPro,7ch,American DJ_64BLEDPro_7ch,7,00000000,,,,
American DJ,64PLEDPro,6ch,American DJ_64PLEDPro_6ch,6,00000000,,,,
American DJ,64PLEDPro,7ch,American DJ_64PLEDPro_7ch,7,00000000,,,,
American DJ,64WHLEDPro,3ch,American DJ_64WHLEDPro_3ch,3,00000000,,,,
American DJ,64WHLEDPro,6ch,American DJ_64WHLEDPro_6ch,6,00000000,,,,
American DJ,64WHLEDPro,7ch,American DJ_64WHLEDPro_7ch,7,00000000,,,,
American DJ,AccuCol250,,American DJ_AccuCol250,3,00000000,,,,American DJ AccuColour250
American DJ,AccuFog,5ch,American DJ_AccuFog_5ch,5,00000000,,,,American DJ_Accu Fog.hed
American DJ,AccuLEDMH,9ch,American DJ_AccuLEDMH_9ch,9,00000000,,,,
American DJ,AccuRoll250,,American DJ_AccuRoll250,8,00000000,,,,American DJ AccuRoller250
American DJ,AccuScan250,,American DJ_AccuScan250,8,00000000,,,,American DJ AccuScan250
American DJ,AccuSpot250,8ch,American DJ_AccuSpot250_8ch,8,00000000,,,,
American DJ,AccuSpot250,9ch,American DJ_AccuSpot250_9ch,9,00000000,,,,American DJ AccuSpot250-9ch
American DJ,AccuSpot250 II,8ch,American DJ_AccuSpot250 II_8ch,8,00000000,,,,
American DJ,AccuSpot250 II,9ch,American DJ_AccuSpot250 II_9ch,9,00000000,,,,
American DJ,AccuSpot250H,11ch,American DJ_AccuSpot250H_11ch,11,00000000,,,,
American DJ,AccuSpot300,,American DJ_AccuSpot300,11,00000000,,,,American DJ AccuSpot300
American DJ,AccuSpot575,,American DJ_AccuSpot575,16,00000000,,,,American DJ AccuSpot575
American DJ,AccuSpotPro,14ch,American DJ_AccuSpotPro_14ch,14,00000000,,,,
American DJ,AccuUFO,10ch,American DJ_AccuUFO_10ch,10,00000000,,,,
American DJ,AccuUFOPro,10ch,American DJ_AccuUFOPro_10ch,10,00000000,,,,
American DJ,AccuUFOPro,8ch,American DJ_AccuUFOPro_8ch,8,00000000,,,,
American DJ,AccuWash250,,American DJ_AccuWash250,7,00000000,,,,American DJ AccuWash250
American DJ,Active Scan 250,6ch,American DJ_Active Scan 250_6ch,6,00000000,,,,
American DJ,AlphaMoon,1ch,American DJ_AlphaMoon_1ch,1,00000000,,,,
American DJ,AtmosphericLED,2ch,American DJ_AtmosphericLED_2ch,2,00000000,,,,
American DJ,BlinderRGB,,American DJ_BlinderRGB,7,00000000,,,,American DJ P36BlinderRGB
American DJ,BlinderRGB64,,American DJ_BlinderRGB64,7,00000000,,,,American DJ P64BlinderRGB
American DJ,Bullfog,,American DJ_Bullfog,3,00000000,,,,american dj bullfog
American DJ,Centurion,3ch,American DJ_Centurion_3ch,3,00000000,,,,
American DJ,Col250,,American DJ_Col250,2,00000000,,,,American DJ Col250
American DJ,Col250D,,American DJ_Col250D,3,00000000,,,,American DJ Colour250D
American DJ,ColBurst8,3ch,American DJ_ColBurst8_3ch,3,00000000,,,,
American DJ,ColFusion,,American DJ_ColFusion,7,00000000,,,,American DJ ColourFusion
American DJ,ColShot,,American DJ_ColShot,3,00000000,,,,American DJ ColourShot
American DJ,ComScanLed,5ch,American DJ_ComScanLed_5Ch,5,00000000,,,,
American DJ,Deco250,3ch,American DJ_Deco250_3ch,3,00000000,,,,
American DJ,Dekker,2ch,American DJ_Dekker_2Ch,2,00000000,,,,American DJ Dekker_2Ch
American DJ,Dekker,8ch,American DJ_Dekker_8Ch,8,00000000,,,,American DJ Dekker_8Ch
American DJ,DelScan250,,American DJ_DelScan250,4,00000000,,,,American DJ DeluxeScan250
American DJ,Dimmer,HTP,American DJ_Dimmer_HTP,1,00000000,,,,
American DJ,DJRoller,4ch,American DJ_DJRoller_4ch,4,00000000,,,,
American DJ,DJScan250EX,5ch,American DJ_DJScan250EX_5ch,5,00000000,,,,
American DJ,DJScan250HP,4ch,American DJ_DJScan250HP_4ch,4,00000000,,,,American DJ DJScan250HP
American DJ,DJScanRG,4ch,American DJ_DJScanRG_4ch,4,00000000,,,,
American DJ,DJSpot250,,American DJ_DJSpot250,6,00000000,,,,American DJ DJSpot250
American DJ,DJSpot300,,American DJ_DJSpot300,8,00000000,,,,American DJ DJSpot300
American DJ,DJSpotLED,8ch,American DJ_DJSpotLED_8ch,8,00000000,,,,
American DJ,DMXC,4ch,American DJ_DMXC_4ch,4,00000000,,,,
American DJ,Double Roller,4ch,American DJ_Double Roller_4ch,4,00000000,,,,
American DJ,DoubleFeat,,American DJ_DoubleFeat,4,00000000,,,,American DJ DoubeFeature
American DJ,DuoScanRG,10ch,American DJ_DuoScanRG_10ch,10,00000000,,,,
American DJ,Dynasty Scan,,American DJ_Dynasty Scan,6,00000000,,,,American DJ Dynastyscan
American DJ,EmeraldScan,,American DJ_EmeraldScan,4,00000000,,,,American DJ EmeraldScan
